_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,cannot_decide_reason,sim_score,sim_score:variance,a,b,cannot_decide_reason_gold,cluster_a,cluster_b,id_a,id_b,lemma,sim_score_gold,time_a,time_b
2540618346,false,finalized,5,11/13/2019 17:39:59,,3.0,1.095,"william adams brown of the federal council of churches represented the united states at this convention . the [[federal]] council is committed to the zrich program , and is urging the 30 , 000 , 000 members of protestant churches in the united states to work and pray for world peace in definite and powerful form .","robert m . hitchcock , who prosecuted the amerasia case in 1945 , testified today that he had been gravely handicapped because the government ' s best evidence had been produced by illegal seizures by [[federal]] agents . the prosecution , he asserted , was in fact fortunate under the circumstances to have done as well as it did .",,2,0,5,13,federal,,1910-20,1950-60
2540618347,false,finalized,5,11/13/2019 17:41:01,,2.8,0.98,"standard . sikeston ' s "" pole cat "" is editor charles blanton himself , a salty , 75 - year - old veteran of small - town journalism whose son henry is [[federal]] district attorney in st . louis , whose daughter , catherine , is senator pat harrison ' s secretary in washington .","we must rid ourselves , in other words , of the innumerable devices for creating unnecessary jobs . we must end every useless political job in the [[federal]] , state or city bureaucracies relief for the period of the war . relief should be given only to unemployables .",,3,6,27,37,federal,,1930-40,1930-40
2540618348,false,finalized,5,11/13/2019 17:45:58,,2.4,0.8,"the senate - passed checkoff legislation , to which the president objects , would provide $ 20 . 4 million in [[federal]] funds to a national - party candidate who would agree not to raise any additional private contributions . despite assurances from democratic senatorial proponents that this sum would be all that is needed , such an amount would not be enough under today ' s normal campaigning procedures to finance in its entirety a national presidential campaign .","was the inherited pattern of individualism and particularism that in spite of countless and continuous marriage alliances between the rulers of these city states , political connections never developed beyond the point of military alliances . far from reaching the kind of unification toward which the monarchy in france was moving , the italian city states did not even develop those [[federal]] leagues which might have served as a substitute and been a bulwark against disaster when the northern invasions began . | indeed it was not in the advanced civilization of the italian city states , but in the economically and culturally backward cantons of switzerland that europe found the first successful example of federal institutions since antiquity .",,7,9,16,48,federal,,1970-80,1950-60
2540618349,false,finalized,5,11/13/2019 17:40:30,,3.0,1.095,"suggestions to the committee for a tax on beer were approved in a statement today by representative dyer , issued through the association against the prohibition amendment . he advocated such a tax , "" not only for the substantial annual revenue it would [[net]] , but also for its beneficial influence toward lessening graft and corruption in prohibition enforcement . ""","youngster . in the third set , old drob changed tactics , and built himself a veritable wall at the [[net]] . rosewall could rarely pass him ; when he tried to lob over him .",,1,6,15,23,net,,1910-20,1950-60
2540618350,false,finalized,5,11/13/2019 17:59:21,,2.0,0.894,"but i was sick a lot of times and i could more shots back at the sugar camp ? "" "" i could n ' t hear anything for a long time but folded [[leaf]] ' s head breaking open against the beech tree . and i could hear him ask me to help him .","a straw bonnet upon which rested a grey dove still glistened with camphor dust . ' a small sunshade , and a palm - [[leaf]] fan , as a slight concession to the climate , announced her upon pleasure bent . there was .",,6,3,1,17,leaf,,1970-80,1930-40
2540618351,false,finalized,5,11/13/2019 17:38:46,,2.8,1.166,"second highest court , avoided interviews after and three attorneys out thru the judge ' s door of the courtroom , where he took a special elevator to his own chambers on the 27th floor of the building . om leave from his $ 12 , 500 a year post , kerner is expected to appeal to a special panel of [[federal]] judges set up to hear reviews of his case and to the united states supreme court . he issued a statement from his chambers which read : "" despite the verdict of the jurors , at no time that i have held public office have i taken any advantage and i have always tried and i always made my judgments","its acts were proved and heinous , punishable under the common . law , but not under the [[federal]] , statute ! the supreme court discharges the defendants with , regret , because it is more important to "" preserve inviolate the "" fundamental limitation ' s in respect "" to federal jurisdiction misconduct fairly inhuman .",,3,6,26,35,federal,,1970-80,1910-20
2540618352,false,finalized,5,11/13/2019 17:37:43,,2.2,0.98,"technical supervision of american experts would be welcomed . yanpolski drew attention particularly to the huge project of the dnieper hydroelectric station , the energy to be used for the erection of ammonium , the sverdlovski hydroelectric station , two hundred kilometres from leningrad , to supply leningrad and its industries with electric [[energy]] . the capital required for this latter project is forty million rubles , and the capacity is 800 , 000 kilowatts .","under auspices of the united nations and ratified by all peaceful nations should receive exclusive control over raw materials and the production of atomic energy under a system by which nations would be speedily punished for any violation of the international pact . this treaty would renounce the use of the atom bomb in war and limit the development of atomic [[energy]] to peaceful means . stressing the paramount importance of the problem , mr .",,1,1,5,7,energy,,1910-20,1930-40
2540618353,false,finalized,5,11/13/2019 17:28:43,,2.8,0.98,"lynn helms . administrator of the [[federal]] aviation administration , alerted airline presidents to the possible cutbacks at a private board meeting yesterday in washington of the air transport association , an industry group . airline operations , which are pushing close to 70 % or 75 % of normal at 22 major airports .","i ' m a red ball walking ; kill me and all the resources of the city ' s homicide division will be brought to bear on , too . in fact , i think i ' d get almost as much coverage as gregory youssef , a [[federal]] prosecutor found stabbed to death last year . perhaps i should carry a clipping of that case , too , for it was really youssef ' s death that changed my life , although i did n ' t know it at the time .",,1,3,21,29,federal,,1970-80,1990-00
2540618354,false,finalized,5,11/13/2019 17:31:53,,2.8,0.748,"- chested baritone voice the song that has stirred the emotions and passions of millions to their deepest depth , and aroused in some hope , in others despair , as he made the building ring with "" aux armes , citoyens , formez vos bataillons "" i felt an emotional thrill down the [[spine]] and a gulp in the throat , while the heart and respirations for an instant stayed in their rhythmical course . not only was i stirred by the effect of the sounds heard , but by the change in the personality of the singer ."," ill or well , powell has long been the unchallenged master of the jazz ballad . the extraordinary virtuosity and [[spine]] - chilling passion that gained him that title years ago were only flickeringly evident at his birdland opening . but his audience vociferously agreed that he was still a master , his performance a giant step up from limbo .",,4,3,0,18,spine,,1910-20,1950-60
2540618355,false,finalized,5,11/13/2019 17:38:46,,3.4,0.8,"william adams brown of the federal council of churches represented the united states at this convention . the [[federal]] council is committed to the zrich program , and is urging the 30 , 000 , 000 members of protestant churches in the united states to work and pray for world peace in definite and powerful form .","endorsing the principle of social security in provision for the needy aged , sick , disabled and unemployed . the declaration expressed doubt that the new [[federal]] social security act would accomplish its ends , and suggested amendments . but pledged industry to cooperate to make it effective .",,2,7,5,17,federal,,1910-20,1930-40
2540618356,false,finalized,5,11/13/2019 17:36:03,,2.6,1.356,"there were bloody footprints across the floor . he had raced back and forth , from door to window to mirror , and of the shards had severed an artery , or if he had used his hands instead of a book to break the [[mirror]] , he might have bled to death before anyone reached him . "" now perhaps you understand why i lock the child in his room when there is no one in attendance , and why his activitiesare so restricted .","when he told mrs . lorenson about cora ' s evening lectures , she seemed to know at once putting on her hat , bending close across the table to the [[mirror]] , she said , "" i do n ' t see why i ca n ' t have my work done evenings . with jim gone , i ' ve got so much time on my hands i do n ' t know what to do with myself .",,0,1,1,7,mirror,,1970-80,1930-40
2540618357,false,finalized,5,11/13/2019 17:53:30,,2.8,0.4,"blodgett is not by any means new . in 1892 an english [[optical]] engineer , h . dennis taylor , noticed that a badly oxidized photographic lens possessed a greater speed than a newly polished one of the same type and aperture and discovered that while the lenses showed very little reflection , the amount of light transmitted was increased .","the onetouch does a good job of scanning typewritten pages , handwritten notes and business cards and then translating them into editable text . the scanner comes bundled with excellent ocr ( [[optical]] character recognition ) software that reproduces typed characters so that you can work with them in your favorite word - processing program . you can use the scanner to copy and fax , and you can make easy touch - ups and clean up images with the photoenhancer software that comes up by the end of the",,1,4,2,19,optical,,1930-40,1990-00
2540618358,false,finalized,5,11/13/2019 18:57:57,,2.8,0.4,"blodgett is not by any means new . in 1892 an english [[optical]] engineer , h . dennis taylor , noticed that a badly oxidized photographic lens possessed a greater speed than a newly polished one of the same type and aperture and discovered that while the lenses showed very little reflection , the amount of light transmitted was increased .","the baling - wire - and - razor experiments are part of a do - it - yourself program intended to find ways to contrive laboratory equipment from cheap and available materials . the doo - dlers have already produced a strobe unit - a simple [[optical]] device for cutting up motion into a series of split - second visual pictures - out of two tongue depressors , the flat top of a tin can , a woman ' s dress snap and a piece of baling wire . a way of demonstrating wave mechanics was developed by shining an automobile taillight through a window",,1,4,2,18,optical,,1930-40,1950-60
2540618359,false,finalized,5,11/13/2019 17:53:04,,3.0,0.632,"$ 54 . 2 billion amount the current [[federal]] deficit grew in july , to a total of $ 324 billion $ 29 . 2 billion amount the deficit grew in july 2002 , to a total of $ 145 .","there has been direct sequence of action , from the sherman anti - trust law of 1890 , through the interstate commerce act made effective by the amendment of 1906 , through the various enactments for the conservation of the national resources , to the more recent acts creating a federal reserve board to restore democracy of credit , ' and a [[federal]] trade commission to attempt the restoration of free competition in business . i do not refer to the tariff in this enumeration because tariff legislation must follow the swing of the political pendulum until the tariff is placed on a non - partisan and scientific basis .",,0,1,14,20,federal,,1990-00,1910-20
2540618360,false,finalized,5,11/13/2019 17:35:40,,1.6,0.8,catherine sits quietly listening . if he kept that [[compact]] know what i ' d ask him first ? if our work goes on .,". because this afternoon you left here neither your purse , your [[compact]] nor your handkerchief . 42b cs nora smiles - - camera shooting past roberto at left f .",,3,3,15,18,compact,,1910-20,1950-60
2540618361,false,finalized,5,11/13/2019 17:28:32,,3.0,0.632,"the senate - passed checkoff legislation , to which the president objects , would provide $ 20 . 4 million in [[federal]] funds to a national - party candidate who would agree not to raise any additional private contributions . despite assurances from democratic senatorial proponents that this sum would be all that is needed , such an amount would not be enough under today ' s normal campaigning procedures to finance in its entirety a national presidential campaign .","114 the chaplain ( jubilantly ) may 2 , 1863 - - chancellorsville ! here in one of the most brilliant exploits of all military history , lee and stonewall jackson struck the [[federal]] forces under hooker like lightning and scattered them . jackson suffered an arm wound in the fight .",,7,5,16,33,federal,,1970-80,1950-60
2540618362,false,finalized,5,11/13/2019 17:35:40,,2.8,0.98,"m . clark , cooperated with bausch & ; lomb and other manufacturers in this country to help develop better [[optical]] glass . the nela research laboratory , headed by dr .","it takes incredibly expensive , highprecision machinery to grind the curves into mirrors or fabricate lenses . some lenses comprise up to four separate elements , each with two [[optical]] surfaces . and the larger the mirror or lens , the bigger and stronger the supporting tube , drive , and tripod have to be .",,1,1,3,4,optical,,1950-60,1990-00
2540618363,false,finalized,5,11/13/2019 17:56:58,,2.8,0.98,"8 bil every year , the department of education writes checks for $ 750 million to some 2 , 700 school districts that are home to large numbers of federal workers . the rationale is that these districts have to educate children of [[federal]] employees , but federal installations do n ' t pay property taxes that finance most school districts . about half of this impact aid ' goes to the poorest school districts , but nearly one fifth goes to the richest ones .","dooling in the office of district attorney swann , were asked , "" who gets the money to that district ? "" this situation , denounced by one [[federal]] official as "" one of the most outrageous "" ever brougnt to his attention , came about , according to the board members , because of two disgruntled men who had been certified ? for service .",,7,3,19,25,federal,,1990-00,1910-20
2540618364,false,finalized,5,11/13/2019 17:48:25,,1.8,0.98,"all in return for ratification of the canal treaty ? just in the right spot , a fig [[leaf]] of democracy ! then hugo spadafora went and shot his mouth off .",""" some day , when they are far away - - and safe . "" he felt peter suddenly stiffen under his hand , and from the [[leaf]] bud came a low , swift word of warning . she began singing softly , and dishes and pans already clean rattled under her hands in the kitchen , and she continued the man - hunter stood in it .",,5,7,6,20,leaf,,1970-80,1910-20
2540618365,false,finalized,5,11/13/2019 17:30:38,,1.8,0.98,"' 1i - avcl this way to london , for example , was via selby and hull , and was said to be not only safer but more comfortable and cheaper . 85 it was the railway , however , which finished long - distance [[coach]] travel , although for a time coaches did provide feeder services to the new stations . thus in 1834 the perseverance left the bowling green for manchester to connect there with the liverpool train , and similarly the railway 69 coach left the sun to meet the trains from leeds to selby .","any temptation for me to do wrong has been quickly stopped by thoughts of my parents ' disappointment in me . father is a football and track [[coach]] , and through him we have gained our interest in sports . it seems as though there is something added through our mutual enjoyment of these activities .",,1,0,4,8,coach,,1990-00,1950-60
2540618366,false,finalized,5,11/13/2019 18:20:16,,3.0,0.632,"mirrors and holograms are as transistors in conventional computer chips control the flow of electric current . because they process visual images directly , parallel [[optical]] computers are well suited to recognizing complex structures such as faces , trees and fingerprints , says demetri psaltis , an optics researcher from the california institute of technology . since there is no compact mathematical way of describing something like a fingerprint , a computer has to store the entire image .","increase in britain ' s foreign trade there was no doubt as to the serious nature of the economic problem . the united kingdom had , before the war , become a hive of germanized trade and industry with such vital things as chemical articles , dyes and tungsten , and such important trades as the toy industry , [[optical]] and electrical apparatus , almost entirely in german hands ; the great metal interests of australia had got completely under german canadian interests ? more in the latter case than was generally mown .",,1,0,1,5,optical,,1970-80,1910-20
2540618367,false,finalized,5,11/13/2019 17:48:26,,1.8,0.98,"preformatted table 7 . functional expenses the foundation ' s expenses , which are reported on an object basis in the accompanying statement of activities , benefited the following program and supporting services : preformatted table offices of asme international preformatted table graph : asme foundation [[net]] assets photo ( color ) : in march , asme member monica moman - saunders ( right ) testified before the house science committee in support of a bill to determine if barriers exist for women in science and technology . participants in the region xii human - powered vehicle competition designed unusual ways",", he ' d detected 243 species in a 2 - square - kilometer area . simultaneously , seven other ornithologists who relied on catching birds in a fine [[net]] required 54 days to document 287 species . ranft describes a more specialized form of census .",,2,0,4,14,net,,1990-00,1990-00
2540618368,false,finalized,5,11/13/2019 17:48:25,,2.4,0.8,""" some day , when they are far away - - and safe . "" he felt peter suddenly stiffen under his hand , and from the [[leaf]] bud came a low , swift word of warning . she began singing softly , and dishes and pans already clean rattled under her hands in the kitchen , and she continued the man - hunter stood in it .",""" born for the salt dinee . "" "" [[leaf]] people , "" the thinner one said . "" born for mud .",,7,8,20,30,leaf,,1910-20,1910-20
2540618369,false,finalized,5,11/13/2019 17:54:22,,2.0,0.894,"it can , if it will , transform american politics . on the local , state , and [[federal]] level , labor needs to win the support of farmers , self - employed business men and professional groups , , youth , the minorities , the rode - . pendents , and the eggheads .","harriman for example - - appearing before congressional committees to damn the president ' s proposals , with faint praise and to plug their individual policies . on the all - important question of checking credit inflation , discussed by keith hutchison in detail on page 681 , secretary of the treasury snyder and chairman eccles of the [[federal]] reserve board , men on whom mr . truman must rely for guidance in this field , have been publicly at loggerheads .",,6,4,38,42,federal,,1950-60,1930-40
2540618370,false,finalized,5,11/13/2019 17:46:47,,2.8,0.4,", he ' d detected 243 species in a 2 - square - kilometer area . simultaneously , seven other ornithologists who relied on catching birds in a fine [[net]] required 54 days to document 287 species . ranft describes a more specialized form of census .","suggestions to the committee for a tax on beer were approved in a statement today by representative dyer , issued through the association against the prohibition amendment . he advocated such a tax , "" not only for the substantial annual revenue it would [[net]] , but also for its beneficial influence toward lessening graft and corruption in prohibition enforcement . """,,0,1,14,15,net,,1990-00,1910-20
2540618371,false,finalized,5,11/13/2019 17:47:11,,3.0,0.0,"the federal anti - racketeering statute is pretty good proof of this . since the new extortion statute applies to extortion in interstate commerce not only by means of telegraph , telephone , and radio , but also by means of any "" oral message , "" it gives practically complete jurisdiction over the crime to the [[federal]] government . yet that the extortion statute may be interpreted widely to give it most of the effect of an antiracketeering statute is plain from the statement of professor maley in his powerful weapon to be used against racketeering .","the senate - passed checkoff legislation , to which the president objects , would provide $ 20 . 4 million in [[federal]] funds to a national - party candidate who would agree not to raise any additional private contributions . despite assurances from democratic senatorial proponents that this sum would be all that is needed , such an amount would not be enough under today ' s normal campaigning procedures to finance in its entirety a national presidential campaign .",,2,7,7,16,federal,,1930-40,1970-80
2540618372,false,finalized,5,11/13/2019 17:38:46,,3.6,0.49,"william adams brown of the federal council of churches represented the united states at this convention . the [[federal]] council is committed to the zrich program , and is urging the 30 , 000 , 000 members of protestant churches in the united states to work and pray for world peace in definite and powerful form .",the author has been covering aids full time for the san francisco chronicle since 1983 . most of his tales underscore a theme that is painfully ; familiar to aids researchers : both the [[federal]] government and the gay community squandered lives and let the disease rage out of control by focusing on ideological preaching instead of public health .,,2,2,5,6,federal,,1910-20,1970-80
2540618373,false,finalized,5,11/13/2019 17:38:46,,1.8,0.748,"in somewhat older formations of the cretacic period there were several different kinds . saurolophus has a high bony [[spine]] rising from the top of the skull ; in corythosaurus there is on top of the skull , and the muzzle is short and small giving a very peculiar aspect to the head . complete skeletons of these two genera are exhibited in the dinosaur hall ; the corythosaurus is worthy of careful study , as the","notes and fling them into the waste basket before the eyes of the bearer , with an expression of perfect contempt . also , the secretary ' s admirers , and perhaps the secretary himself to some degree , felt that he was the president ' s chief monitor and by peremptory argument could sway that amiable but somewhat [[spine]] less personage into the course dictated by true wisdom and patriotism . an instance of this , important if true , is the vehement persuasion by which stanton is said to have modified the second inaugural , insisting that his superior was too ready to surrender power to the generals in the field .",,1,3,10,15,spine,,1910-20,1910-20
2540618374,false,finalized,5,11/13/2019 17:38:00,,3.0,0.632,"as a means of raising additional capital , while at the same time keeping the company privately - owned . such a financing vehicle would give smith ' s loyal employees "" a piece - of - the - action "" in [[federal]] express . brick meers felt smith was getting poor advice , and strongly urged that the only way to make smith "" whole "" was through a public offering of stock .","even when confronted last week with photographs of the children carried from the crumpled alfred p . murrah [[federal]] building - - some bloody and numb with shock , others already dead - - mcveigh appeared unshaken . the accused bomber seems to have decided that he is a prisoner of war .",,8,8,1,4,federal,,1970-80,1990-00
2540618375,false,finalized,5,11/13/2019 17:42:10,,3.0,0.632,""" a hush had fallen upon all . even the women and children peeping out of the palm - [[leaf]] hovels stopped their chatter and looked with wide - open eyes . illustration : "" tumwah , send the rain - clouds here "" "" build the fires !",c . with a drop [[leaf]] table above it and small pie - crust tables on either side . below the r .,,3,3,15,18,leaf,,1910-20,1950-60
2540618376,false,finalized,5,11/13/2019 17:41:19,,2.6,1.356, * wastewater . the [[federal]] government alleges ibp has violated ammonia limitations . ibp officials disagree .,"standard . sikeston ' s "" pole cat "" is editor charles blanton himself , a salty , 75 - year - old veteran of small - town journalism whose son henry is [[federal]] district attorney in st . louis , whose daughter , catherine , is senator pat harrison ' s secretary in washington .",,2,3,9,27,federal,,1990-00,1930-40
2540618377,false,finalized,5,11/13/2019 17:53:38,,2.0,0.894,"123 - 124 ( so the leaf is numbered on its upper outboard corners ) makes much sense to its present reader . a more knowledgeable and perceptive eye than b three ' s might register that since the [[leaf]] ' s recto ( 123 ) happens to conclude one chapter of or selection from the overall text , and the verso ( 124 ) therefore to begin another , the title of the book itself - which would normally appear as a running head on the left - hand , even - numbered page - - is missing ;",i certainly should not . such a selection is good to [[leaf]] over . your thought may be kindled or fanned here and there .,,5,2,9,25,leaf,,1990-00,1910-20
2540618378,false,finalized,5,11/13/2019 17:35:47,,2.0,0.894,"catholic , to be sure , seems somewhat of a misnomer for it ? the selection is perhaps catholic as far as the more radical modern poets are concerned ( though even here with [[signal]] omissions ? the imagists , for instance ) more conservative .","merrill lynch & ; co . is chartering a hospital ship , and allied [[signal]] inc . is hoping to complete for the occasion a 104 - foot yacht it was already building .",,2,3,8,16,signal,,1950-60,1970-80
2540618379,false,finalized,5,11/13/2019 17:35:40,,1.8,0.748,morgan shuster ' s stand against russia ' s throttling tactics in persia has been of service to that country . lord morley ' s statement in the house of lords last week has been roused against slavish adherence to a [[compact]] which russia seemed determined to turn into an instrument for undermining persian independence . it is also not improbable that the british sporting spirit has been impressed by mr .,". because this afternoon you left here neither your purse , your [[compact]] nor your handkerchief . 42b cs nora smiles - - camera shooting past roberto at left f .",,1,3,0,18,compact,,1910-20,1950-60
2540618380,false,finalized,5,11/13/2019 17:54:22,,2.2,0.98,"the federal anti - racketeering statute is pretty good proof of this . since the new extortion statute applies to extortion in interstate commerce not only by means of telegraph , telephone , and radio , but also by means of any "" oral message , "" it gives practically complete jurisdiction over the crime to the [[federal]] government . yet that the extortion statute may be interpreted widely to give it most of the effect of an antiracketeering statute is plain from the statement of professor maley in his powerful weapon to be used against racketeering .","rediscount rates . as expected , the chicago and boston [[federal]] reserve banks , by lifting their rediscount rates above the country ' s 4 % level to 4 % a fortnight ago , excited other district banks last week to do the same . so doing were st .",,2,0,7,10,federal,,1930-40,1910-20
2540618381,false,finalized,5,11/13/2019 17:42:10,,2.2,1.166,"their nuclei i could not observe . the floating figures had drawn close to that [[disk]] and i felt a surge of strength , a snapping of the spell that had bound us , an instantaneous withdrawal of the inhibiting force . ventnor broke into a run , holding his rifle at the alert .",in 1948 columbia came with the 45 rpm record . they battled hard for sovereignty of the [[disk]] - jockey world . meanwhile license applications of all sorts ?,,0,1,2,8,disk,,1930-40,1950-60
2540618382,false,finalized,5,11/13/2019 17:51:58,,3.2,0.4,"he stood on the platform , burdened with his suitcases and gifts , and watched the train roll in on the station tracks . he found himself a seat in the day [[coach]] and hoisted his luggage on the rack above his head . the car was crowded , for the most part with mothers and children .","the credit for victory is given to ed . leader , new yale [[coach]] , from washington . the same afternoon navy rowed to an easy victory over princeton and harvard at princeton .",,1,0,2,5,coach,,1930-40,1910-20
2540618383,false,finalized,5,11/13/2019 17:47:12,,2.6,1.02,never has a great property been under such vigorous attack on the stock exchange as sinclair . the declaration of a [[net]] production in the united states of 20 . 000 barrels of oil a day or nearly one - half its present refining capacity .,"the party behind her , it would be fun to lie between cool sheets and listen to the wind in the willow tree outside of her window . then she would be comfortable , not excited as she was when she twirled a basket - ball toward the [[net]] , or unlike herself as she felt in evening dress . when she lay in her grandmother ' s bed , all that mattered was the sweet , night wind and the tired feeling that began to come over her .",,2,6,0,22,net,,1910-20,1930-40
2540618384,false,finalized,5,11/13/2019 18:20:07,,2.6,0.8,"he had unstrapped a box from his machine and was setting it up . in a few minutes , as they reached him , he had set up a tripod - like machine , not unlike a surveyor ' s instrument , and was flashing a small [[mirror]] . "" hello !"," the new technology telescope relies on a feedback system , called active optics , to achieve its resolving power . the computer - driven system counteracts gravity ' s distorting effect on [[mirror]] shape as the telescope rotates . larger - diameter telescopes now under construction will further rival the space telescope at optical wavelengths , wilson says .",,0,0,0,4,mirror,,1910-20,1990-00
2540618385,false,finalized,5,11/13/2019 17:39:24,,2.8,0.98,"i passed the place where i had discovered the dead fox and there picked up cavanaugh ' s trail - holes poked in the damp ground by the stride of his birch legs . stopping , i looked all around through the jumbled stickers and bushes , past the trees , and detected no movement but for a single [[leaf]] silently falling . i journeyed beyond the antonelli brothers "" lean - to temple where they hung their squirrel skins to dry and brewed sassafras tea .","they were massive in proportion because of the tremendously scaled rooms of the day . one can maintain a key to the renaissance and louis xiv styles by remembering the popular motifs of the day were the acanthus [[leaf]] , sunburst , bird , and mask carvings . the chairs of this period , both louis xiii and xiv , had curved stretcher bars placed rather close to the floor .",,6,3,4,16,leaf,,1990-00,1970-80
2540618386,false,finalized,5,11/13/2019 17:46:10,,2.2,0.98,"while it is no longer an official guide to navigation , it is still used by local mariners . unlike the highland light project , in which a [[federal]] agency - the army corps - is overseeing the operation , a private group , the nauset light preservation society , is the driving force behind the relocation , ms . burks says .","harriman for example - - appearing before congressional committees to damn the president ' s proposals , with faint praise and to plug their individual policies . on the all - important question of checking credit inflation , discussed by keith hutchison in detail on page 681 , secretary of the treasury snyder and chairman eccles of the [[federal]] reserve board , men on whom mr . truman must rely for guidance in this field , have been publicly at loggerheads .",,1,4,24,42,federal,,1990-00,1930-40
2540618387,false,finalized,5,11/13/2019 17:41:13,,2.2,0.98,""" the sloganizing was cheap and distasteful . madison avenue admen and washington flacks should be able to turn out something more [[spine]] - tingling than "" whip inflation now . "" the specifics of the appeal are absurd : cut the food you waste by 5 per cent ; drive less ; heat less ; car - pool ; wash in cold water .","but mostly i remember that my mother refused to back down . time to exit like my mother , in my adult life i mastered the grand exit , the final cataclysmic leave - taking that was a combination kiss - my - behind and romantic heroine ' s [[spine]] - straight stride into the future just beyond the horizon . when my mother left my father , she did it as easily , as sublimely as going for a sunday drive .",,3,3,16,19,spine,,1970-80,1990-00
2540618388,false,finalized,5,11/13/2019 17:35:56,,3.0,1.095,"as a means of raising additional capital , while at the same time keeping the company privately - owned . such a financing vehicle would give smith ' s loyal employees "" a piece - of - the - action "" in [[federal]] express . brick meers felt smith was getting poor advice , and strongly urged that the only way to make smith "" whole "" was through a public offering of stock .","the real significance of the decision was not its explicit guarantee of representation at trial but its implied guarantee of representation in the crucial period between arrest and trial . "" the time a defendant needs counsel most , "" a [[federal]] judge in utah had noted in 1952 , "" is immediately after his arrest and until trial . "" the services of a lawyer in the administrative process of plea bargaining , moreover , does not change the essential nature of the process .",,8,3,1,28,federal,,1970-80,1950-60
2540618389,false,finalized,5,11/13/2019 17:52:51,,3.0,0.632,"william adams brown of the federal council of churches represented the united states at this convention . the [[federal]] council is committed to the zrich program , and is urging the 30 , 000 , 000 members of protestant churches in the united states to work and pray for world peace in definite and powerful form .","there has been direct sequence of action , from the sherman anti - trust law of 1890 , through the interstate commerce act made effective by the amendment of 1906 , through the various enactments for the conservation of the national resources , to the more recent acts creating a federal reserve board to restore democracy of credit , ' and a [[federal]] trade commission to attempt the restoration of free competition in business . i do not refer to the tariff in this enumeration because tariff legislation must follow the swing of the political pendulum until the tariff is placed on a non - partisan and scientific basis .",,2,1,5,20,federal,,1910-20,1910-20
2540618390,false,finalized,5,11/13/2019 17:50:01,,2.6,0.8,"it ' s this legal fight that is raising all the questions about the role of government regulators in the failure . in a federal court case , these depositors charge that [[federal]] hank regulatory agencies , knowing san francisco national was "" insolvent or in imminent danger of insolvency , "" took unusual steps "" to keep the bank open and to avoid disclosure of its true condition to the public . "" consequently , the depositors complain , they were lulled into keeping in the bank","economy is trudging along at a slow 3 % annual growth rate , investors see plenty of reasons for putting their money on the . [[federal]] reserve chairman paul volcker hinted last month that the central bank will continue to apply downward pressure on rates in order to keep the economy moving . volcker seemed to confirm that policy last week , when he stated that the fed ' s open - market committee will keep a relatively loose rein on the money supply , a",,8,4,3,41,federal,,1950-60,1970-80
2540618391,false,finalized,5,11/13/2019 17:51:28,,2.4,0.8,"wood lends itself readily to colonial designs and to the characteristic types english types , or the houses of southern europe with their tile roofs and iron balconies . [[brick]] suggests charming english cottages , colonial houses , and whitewashed french cottages . one of the most necessary steps in developing the design of the house is to learn how the owners live , because the exterior must express the plan of the house , and the plan depends on how the people who live in it like to spend their","tint well away from it , - - with tamarisk and kerria outside , abreast of them , and then pink and red spireas ( bumaldi and its dwarf variety , anthony waterer ) . on the other side of the same house we set deutzias ( scabra against the [[brick]] - work and lemoynei and gracilis outside ) . in a wing corner , where melting snows crash down from a roof - valley , we placed the purple - flowered lespedeza penduliflorum , which each year dies to the ground before the snow - slides come , yet",,0,1,2,5,brick,,1930-40,1910-20
2540618392,false,finalized,5,11/13/2019 17:25:04,,2.0,1.265,"fastclick . [[net]] 1 , 834 , 000 hits . web advertisements .","while some 500 celebrities acted as auctioneers , wnet viewers phoned in bids on donated goods and ( $ 250 ) to a night at the opera with actor tony randall ( $ 1 , 000 ) . wnet officials reckoned that the auction would [[net]] the station nearly $ 1 million , which is a lot of old sneakers . ",,4,1,9,16,net,,1990-00,1970-80
2540618396,false,finalized,5,11/13/2019 17:47:11,,3.0,0.632,"max at new york univer122 machines over men sity shows , the more current we generate . morons concentrate a great deal of [[energy]] on their thinking and hence give strong records on the einthoven oscillographs when their aching brains are confronted with tough problems . in the intelligent man , thought patterns invariably show less amplitude although the waves that come with a problem like 3 times 27 are not nearly so large as those associated with the square root","i simon at the top . and it showed me in a box over sere with some [[energy]] policy iuisli . mon , then deputy secretary of the treasury .",,0,1,2,6,energy,,1930-40,1970-80
2540618397,false,finalized,5,11/13/2019 17:30:03,,3.0,0.632,"an especially important event in the building of the railroads took place in 1869 . in that year , helped by [[federal]] land grants , the first transcontinental line of railroad , extending from the midwest to the pacific coast , was completed . from then on , goods and persons could be moved by rail all the way across the continent .","men are the substance and must do the business . "" 1 the form of the constitution was evolved in the various state constitutions made during the revolution ; the [[federal]] idea came from an footnote 1 hunt ' s madison ' s notes , ii , 165 . 229 attempt to find some solution for the economic difficulties whose pressure was so seriously felt after the war was ended ; the first administrative traditions were created by the pressure of necessity and the genius of hamilton .",,7,9,18,45,federal,,1950-60,1910-20
